"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"1","1 2 3 FLISLEGGER AS","922575819","2022-03-08","Konkursåpning","Oslo","Under"
"2","1 HÅNDVERK MUR & BYGG AS","925810665","2022-12-13","Konkursåpning","Oslo","Under"
"3","100 DAYS AS","918844686","2022-12-19","Konkursåpning","Oslo","Under"
"4","149 AGENCIES AS","992009276","2023-02-08","Konkursåpning","Oslo","Under"
"5","14Z HOLDINGS AS","918351973","2021-10-25","Konkursåpning","Oslo","Under"
"6","14Z INTERNATIONAL AS","918480315","2021-10-22","Konkursåpning","Oslo","Under"
"7","14Z TECHNOLOGIES AS","916498306","2022-04-06","Konkursåpning","Oslo","Under"
"8","1COMPANY AVD DRAMMEN AS","913116151","2021-12-23","Konkursåpning","Oslo","Under"
"9","1COMPANY DRIFT AS","925178977","2022-01-10","Konkursåpning","Oslo","Under"
"10","1GRØNN ELEKTRO AS","926089439","2022-09-20","Konkursåpning","Oslo","Under"
"11","1STOPP AS","827367362","2023-10-24","Konkursåpning","Oslo","Etter"
"12","2 NS VVS PROSJEKTERING AS","992467061","2020-09-29","Konkursåpning","Oslo","Under"
"13","2ROM NORGE AS","919417609","2023-06-01","Konkursåpning","Oslo","Etter"
"14","3 MALERE AS","912593339","2022-05-24","Konkursåpning","Oslo","Under"
"15","3 STEINER AS","923147152","2020-10-26","Konkursåpning","Oslo","Under"
"16","3KT FLOTT AS","928613208","2023-10-20","Konkursåpning","Oslo","Etter"
"17","3P STILLAS AS","914772389","2019-07-16","Konkursåpning","Oslo","Før"
"18","7 STJERNERS R TRANSPORT OG FLYTTE AS","919039566","2022-09-08","Konkursåpning","Oslo","Under"
"19","A BYGG AS","919829168","2022-03-15","Konkursåpning","Oslo","Under"
"20","A M PARTNERS AS","922765790","2022-09-06","Konkursåpning","Oslo","Under"
"21","A MILJØ BYGG AS","922689237","2022-11-30","Konkursåpning","Oslo","Under"
"22","A MILJØ GRUPPEN AS","923174265","2024-02-06","Konkursåpning","Oslo","Etter"
"23","A P PROMONTASJE AS","921133030","2022-12-15","Konkursåpning","Oslo","Under"
"24","A R BISTRO AS","929325249","2024-02-13","Konkursåpning","Oslo","Etter"
"25","A TECH AS","930345695","2023-11-01","Konkursåpning","Oslo","Etter"
"26","AA BYGG KRAFT AS","898355942","2023-08-29","Konkursåpning","Oslo","Etter"
"27","AA RØR OG BYGG AS","924621648","2023-12-18","Konkursåpning","Oslo","Etter"
"28","AAKRE BYGG OG LINJETEKNIKK AS","914758068","2023-08-16","Konkursåpning","Oslo","Etter"
"29","AARUM TRANSPORT AS","925216933","2021-06-01","Konkursåpning","Oslo","Under"
"30","AB KLIPP AS","868913282","2022-01-20","Konkursåpning","Oslo","Under"
"31","ABBA RENHOLD AS","968041096","2020-07-09","Konkursåpning","Oslo","Under"
"32","ABC KJØKKEN AS","924616555","2023-09-29","Konkursåpning","Oslo","Etter"
"33","ABC MINI AS","827143022","2023-01-06","Konkursåpning","Oslo","Under"
"34","ABC SENTRALEN","994498096","2022-01-26","Konkursåpning","Oslo","Under"
"35","ABE ENTREPRENØR AS","919597658","2023-01-09","Konkursåpning","Oslo","Under"
"36","ABI GRUPPEN AS","914530601","2021-02-03","Konkursåpning","Oslo","Under"
"37","ABICO EIENDOM AS","919566574","2021-04-13","Konkursåpning","Oslo","Under"
"38","ABISEN GRUPPEN AS","919666439","2023-10-04","Konkursåpning","Oslo","Etter"
"39","ACCUTOR APS","916849281","2020-07-18","Konkursåpning i hjemlandet","Oslo","Under"
"40","ACTIVE SOLUTION AS","825750142","2023-10-31","Konkursåpning","Oslo","Etter"
"41","ACX MUSIC GROUP AS","919030151","2023-10-27","Konkursåpning","Oslo","Etter"
"42","AD ENTREPRENØR AS","926156543","2021-07-08","Konkursåpning","Oslo","Under"
"43","AD KONCEPT AS","925288101","2022-02-15","Konkursåpning","Oslo","Under"
"44","ADAC RENHOLD AS","914319951","2022-12-13","Konkursåpning","Oslo","Under"
"45","ADEJO SERVICE AS","998626625","2021-10-04","Konkursåpning","Oslo","Under"
"46","ADINOX AS","919359013","2022-10-25","Konkursåpning","Oslo","Under"
"47","ADLER TAXISERVICE AS","928033147","2024-01-11","Konkursåpning","Oslo","Etter"
"48","ADVIRA AS","918052615","2020-11-09","Konkursåpning","Oslo","Under"
"49","ADVOKATFIRMAET ROSENBERG AS","926195328","2021-04-13","Konkursåpning","Oslo","Under"
"50","AG INSTALLASJON AS","975996204","2023-01-30","Konkursåpning","Oslo","Under"
"51","AGILIS EIENDOM AS","918417842","2019-07-25","Konkursåpning","Oslo","Før"
"52","AGORA RETAIL AS","915151744","2023-04-25","Konkursåpning","Oslo","Under"
"53","AGRINOS AS","993853631","2020-07-24","Konkursåpning","Oslo","Under"
"54","AICE HYDRO AS","917863970","2020-12-28","Konkursåpning","Oslo","Under"
"55","AIRCONTROL AS","942021909","2022-07-07","Konkursåpning","Oslo","Under"
"56","AIRCONTROL TEKNIKK AS","981568591","2023-08-30","Konkursåpning","Oslo","Etter"
"57","AIRITAS","915595200","2017-12-16","Konkursåpning i hjemlandet","Oslo","Før"
"58","AK PROSJEKT AS","923065059","2020-09-15","Konkursåpning","Oslo","Under"
"59","AKAZIA AS","913358082","2020-03-02","Konkursåpning","Oslo","Under"
"60","AKER BRYGGE TRADING AS","993967084","2020-07-09","Konkursåpning","Oslo","Under"
"61","AKER TAKST AS","986016619","2021-08-20","Konkursåpning","Oslo","Under"
"62","AKEREX AS","915306721","2021-02-23","Konkursåpning","Oslo","Under"
"63","AKERSGATA BLOMSTER AS","997665856","2022-03-08","Konkursåpning","Oslo","Under"
"64","AKERSHUS RØR AS","928644723","2024-03-19","Konkursåpning","Oslo","Etter"
"65","AKIN AS","927358115","2022-12-19","Konkursåpning","Oslo","Under"
"66","AKSJESELSKAPET HYTTE 547 -","827068322","2024-03-14","Konkursåpning","Oslo","Etter"
"67","AKTIVHUS HURDAL AS","911760150","2019-10-01","Konkursåpning","Oslo","Før"
"68","AKTIVTRAN SERVICE","997266102","2021-10-04","Konkursåpning","Oslo","Under"
"69","ALB RENHOLD AS","919165782","2021-04-13","Konkursåpning","Oslo","Under"
"70","ALBA CATERING AS","918984011","2022-02-24","Konkursåpning","Oslo","Under"
"71","ALBI TEAM AS","923843116","2022-09-08","Konkursåpning","Oslo","Under"
"72","ALBOSI AS","827926302","2023-10-12","Konkursåpning","Oslo","Etter"
"73","ALE SALES GROUP AS","927336170","2022-06-23","Konkursåpning","Oslo","Under"
"74","ALENGOS AS","921505299","2022-02-24","Konkursåpning","Oslo","Under"
"75","ALEPPO RESTAURANT AS","929367286","2023-09-19","Konkursåpning","Oslo","Etter"
"76","ALFA FORTECH AS","923981144","2023-08-29","Konkursåpning","Oslo","Etter"
"77","ALFASET AS","917904928","2019-02-25","Konkursåpning","Oslo","Før"
"78","ALFATRANS AS","914457254","2020-10-12","Konkursåpning","Oslo","Under"
"79","ALLE SKAL MED AS","996494810","2020-06-12","Konkursåpning","Oslo","Under"
"80","ALLIANCE OPTIKK LØREN AS","945868244","2023-03-31","Konkursåpning","Oslo","Under"
"81","ALLPROFF AS","918174206","2023-05-30","Konkursåpning","Oslo","Etter"
"82","ALMA BYGG","993141569","2024-03-01","Konkursåpning","Oslo","Etter"
"83","ALNA BYDEL LEGENE AS","998415969","2022-03-11","Konkursåpning","Oslo","Under"
"84","ALNA ENTREPRENØR AS","921308817","2023-01-25","Konkursåpning","Oslo","Under"
"85","ALNA FINSNEKKERI AS","918128336","2022-09-30","Konkursåpning","Oslo","Under"
"86","ALNA MØBLER AS","825264582","2022-10-17","Konkursåpning","Oslo","Under"
"87","ALPHA EIENDOM GRUPPEN AS","821202582","2024-02-28","Konkursåpning","Oslo","Etter"
"88","ALPHA GROUP AS","929158083","2024-01-02","Konkursåpning","Oslo","Etter"
"89","ALPHA INSURANCE","995125218","2018-05-17","Konkursåpning i hjemlandet","Oslo","Før"
"90","ALPHA LIVING AS","921397569","2023-06-16","Konkursåpning","Oslo","Etter"
"91","ALPILOX AS","914057728","2023-08-07","Konkursåpning","Oslo","Etter"
"92","ALREKSTAD CONSULT AS","912538885","2024-02-12","Konkursåpning","Oslo","Etter"
"93","ALT VEL AS","923488758","2022-04-19","Konkursåpning","Oslo","Under"
"94","ALTAFJORD AS","913101316","2023-06-05","Konkursåpning","Oslo","Etter"
"95","ALTIPROSJEKT AS","997497929","2023-03-16","Konkursåpning","Oslo","Under"
"96","ALTON & HEIM NUF","921686889","2021-10-23","Konkursåpning i hjemlandet","Oslo","Under"
"97","ALTPROSJEKT AS","924588543","2023-05-10","Konkursåpning","Oslo","Etter"
"98","ALVSBORG CONSULTING AB","918435190","2017-11-15","Konkursåpning i hjemlandet","Oslo","Før"
"99","AM DRIFT AS","918858717","2019-09-16","Konkursåpning","Oslo","Før"
"100","AM ENTREPRENØR AS","997963946","2021-11-30","Konkursåpning","Oslo","Under"
"101","AM ESTHETIC CLINIC AS","921416032","2023-09-26","Konkursåpning","Oslo","Etter"
"102","AM LOGISTIKK AS","926585533","2022-06-20","Konkursåpning","Oslo","Under"
"103","AMAN FINANCE","914053269","2020-05-27","Konkursåpning i hjemlandet","Oslo","Under"
"104","AMAYAH AS","926783068","2021-11-23","Konkursåpning","Oslo","Under"
"105","AMMACREATIVE AS","921192991","2023-03-13","Konkursåpning","Oslo","Under"
"106","AMPLIO ELEMENTS AS","818106092","2021-05-05","Konkursåpning","Oslo","Under"
"107","AMS ASSISTANSE AS","919024836","2023-05-16","Konkursåpning","Oslo","Etter"
"108","AMS EOMSORG AS","919760052","2023-05-16","Konkursåpning","Oslo","Etter"
"109","ANALYSE & MÅLING AS","995807513","2020-09-28","Konkursåpning","Oslo","Under"
"110","ANBUD@MITT AS","931146238","2023-12-21","Konkursåpning","Oslo","Etter"
"111","ANDRESEN GEORG & SØNNER AS","931925733","2022-10-28","Konkursåpning","Oslo","Under"
"112","ANGEL EVENT AS","919361115","2020-11-03","Konkursåpning","Oslo","Under"
"113","ANGSTRINGEN NORGE (ARN) STIFTELSEN","888827072","2023-06-01","Konkursåpning","Oslo","Etter"
"114","ANIMER ANIMATION STUDIO AS","923488391","2022-09-19","Konkursåpning","Oslo","Under"
"115","ANIMER AS","917293570","2019-09-26","Konkursåpning","Oslo","Før"
"116","ANKA FLIS & MURPUSS AS","990140197","2021-04-26","Konkursåpning","Oslo","Under"
"117","ANKER BYGG AS","922613524","2022-03-01","Konkursåpning","Oslo","Under"
"118","ANN & ELLA AS","925140880","2023-03-07","Konkursåpning","Oslo","Under"
"119","ANTE TEMPUS AS","998074134","2018-11-29","Konkursåpning","Oslo","Før"
"120","ANTICA BOLIGER AS","915298494","2022-09-23","Konkursåpning","Oslo","Under"
"121","ANTIKA BYGG AS","922707510","2021-02-24","Konkursåpning","Oslo","Under"
"122","ANY AS","921554117","2022-06-29","Konkursåpning","Oslo","Under"
"123","APARTO AS","918353097","2021-10-14","Konkursåpning","Oslo","Under"
"124","APM BIL AS","914881544","2021-12-21","Konkursåpning","Oslo","Under"
"125","APPS N GO AS","967360937","2023-03-21","Konkursåpning","Oslo","Under"
"126","AQUANOVA AS","921828292","2021-05-12","Konkursåpning","Oslo","Under"
"127","AR BYGGENTREPRENØR AS","921603495","2022-02-08","Konkursåpning","Oslo","Under"
"128","ARAL MONTERING AS","824359342","2023-03-08","Konkursåpning","Oslo","Under"
"129","ARANTX SERVICE AS","998031273","2021-04-20","Konkursåpning","Oslo","Under"
"130","ARBEIDERE AS","824429022","2022-01-28","Konkursåpning","Oslo","Under"
"131","ARCHIMODUS AS","920904122","2022-11-09","Konkursåpning","Oslo","Under"
"132","ARENA MAT OSLO AS","921431376","2020-10-06","Konkursåpning","Oslo","Under"
"133","ARENANOR AS","911933365","2022-04-26","Konkursåpning","Oslo","Under"
"134","AREPITAS AS","928077888","2023-01-24","Konkursåpning","Oslo","Under"
"135","ARGENMAT AS","931887092","2024-03-26","Konkursåpning","Oslo","Etter"
"136","ARISTO AS","822954022","2022-10-17","Konkursåpning","Oslo","Under"
"137","ARJUNA AS","977033438","2019-08-13","Konkursåpning","Oslo","Før"
"138","ARK SERVICE & RENHOLD AS","927596075","2023-12-19","Konkursåpning","Oslo","Etter"
"139","ARK SERVICE AS","912504565","2023-03-15","Konkursåpning","Oslo","Under"
"140","ARKITEKT OG DESIGNSERVICE AS","924892145","2023-09-01","Konkursåpning","Oslo","Etter"
"141","ARKITEKT OG PROSJEKT AS","920400442","2021-01-22","Konkursåpning","Oslo","Under"
"142","ARKIVET CO AS","919664533","2023-04-27","Konkursåpning","Oslo","Under"
"143","AROMAR IMPORTS AS","916562268","2023-07-14","Konkursåpning","Oslo","Etter"
"144","AROSS AS","914635837","2021-09-15","Konkursåpning","Oslo","Under"
"145","ARRIBA CONSULTING AS","918087265","2022-05-11","Konkursåpning","Oslo","Under"
"146","ART DESIGN AS","923348174","2022-08-22","Konkursåpning","Oslo","Under"
"147","ART OF DESIGN AS","827932442","2024-02-06","Konkursåpning","Oslo","Etter"
"148","ARTES WINES AS","917592993","2023-06-02","Konkursåpning","Oslo","Etter"
"149","ARTIFEX PRO BYGG AS","919496169","2022-07-14","Konkursåpning","Oslo","Under"
"150","AS H HOLDING AS","924962143","2022-07-22","Konkursåpning","Oslo","Under"
"151","ASD DESIGN AS","914814677","2023-05-05","Konkursåpning","Oslo","Etter"
"152","ASHLE KONSULT OG INVEST AS","928076326","2023-06-05","Konkursåpning","Oslo","Etter"
"153","ASKHEIM GULV","993361585","2023-12-05","Konkursåpning","Oslo","Etter"
"154","ASKIM TAK AS","914290538","2021-08-24","Konkursåpning","Oslo","Under"
"155","ASPIRI EKSAMENSKURS AS","995636719","2020-06-03","Konkursåpning","Oslo","Under"
"156","ASR ACCOUNTING AS","998485304","2023-02-15","Konkursåpning","Oslo","Under"
"157","ASSEMBLY AS","918037306","2020-02-12","Konkursåpning","Oslo","Under"
"158","ASTAM MAT AS","923806741","2022-11-21","Konkursåpning","Oslo","Under"
"159","ASTAR ELEKTRO AS","996684172","2020-07-17","Konkursåpning","Oslo","Under"
"160","ASTERFIELDS TRANSPORT AS","923398368","2021-12-09","Konkursåpning","Oslo","Under"
"161","ASTERIA GRUPPEN AS","915255094","2021-09-15","Konkursåpning","Oslo","Under"
"162","ASTRANSPORT AS","927172445","2023-05-31","Konkursåpning","Oslo","Etter"
"163","ATELIER VIETNAMESE CUISINE AS","924607335","2022-09-09","Konkursåpning","Oslo","Under"
"164","ATREVETE AS","925128953","2023-11-21","Konkursåpning","Oslo","Etter"
"165","ATT & FRAM AS","829256762","2023-10-20","Konkursåpning","Oslo","Etter"
"166","ATTAR AS","919914823","2021-05-27","Konkursåpning","Oslo","Under"
"167","AUBERT HOLDING AS","922331669","2023-12-21","Konkursåpning","Oslo","Etter"
"168","AUDIOCOMPANIET AS","968690000","2021-03-25","Konkursåpning","Oslo","Under"
"169","AUGESTAD MASKIN AS","914983517","2023-03-01","Konkursåpning","Oslo","Under"
"170","AUKLAND PERFORMANCE AS","926119508","2024-03-01","Konkursåpning","Oslo","Etter"
"171","AURA GROUP AS","991845739","2020-04-15","Endring av kunngjøring fra Konkursregisteret","Oslo","Under"
"172","AURA GROUP AS","991845739","2020-04-14","Konkursåpning","Oslo","Under"
"173","AURA HAIR AS","923415378","2023-10-10","Konkursåpning","Oslo","Etter"
"174","AURA MEDIA AS","925444618","2022-08-10","Konkursåpning","Oslo","Under"
"175","AURORA LPG AS","912209539","2022-12-13","Konkursåpning","Oslo","Under"
"176","AUTO CHANGE AS","928091708","2024-02-21","Konkursåpning","Oslo","Etter"
"177","AUTO IMPORT SERVICE AS","919142510","2020-11-18","Konkursåpning","Oslo","Under"
"178","AUTO VIP AS","925540781","2023-06-21","Konkursåpning","Oslo","Etter"
"179","AUTOCADSENTERET AS","913228898","2020-10-09","Konkursåpning","Oslo","Under"
"180","AUTOEKSPERTEN AS","920769616","2022-01-11","Konkursåpning","Oslo","Under"
"181","AVANCER AS","927817306","2023-06-13","Konkursåpning","Oslo","Etter"
"182","AVANTI FINANCIAL SERVICES AS","919608749","2020-07-15","Konkursåpning","Oslo","Under"
"183","AVDELING GALLERIET KOLONIAL AS","918267131","2021-04-21","Konkursåpning","Oslo","Under"
"184","AXELSONS BODY WORK SCHOOL AS","918851836","2022-03-18","Konkursåpning","Oslo","Under"
"185","AYLEENS AS","925446947","2023-06-20","Konkursåpning","Oslo","Etter"
"186","AZADI RESTAURANT AS","999247873","2023-11-22","Konkursåpning","Oslo","Etter"
"187","B A R ENTREPRENØR AS","990704147","2019-09-03","Konkursåpning","Oslo","Før"
"188","B B TEAMS AS","925994367","2022-06-02","Konkursåpning","Oslo","Under"
"189","B MONTASJE SPOLKA Z OGRANICZONA","922109087","2022-02-09","Konkursåpning","Oslo","Under"
"190","BA RETAIL AS","914585457","2023-11-24","Konkursåpning","Oslo","Etter"
"191","BACCHUS SPISERI AS","993138282","2020-04-23","Konkursåpning","Oslo","Under"
"192","BACHE BAR EFTF AS","898276392","2022-06-14","Konkursåpning","Oslo","Under"
"193","BACK2BASIC AS","926456601","2023-08-10","Konkursåpning","Oslo","Etter"
"194","BAD OG FLIS CONCEPT STORE AS","895117552","2023-09-19","Konkursåpning","Oslo","Etter"
"195","BAD RENOVERING AS","917967431","2023-01-19","Konkursåpning","Oslo","Under"
"196","BADEROMSENTREPRENØREN AS","914785774","2020-10-14","Konkursåpning","Oslo","Under"
"197","BAITHAK AS","929631838","2023-11-24","Konkursåpning","Oslo","Etter"
"198","BAKEHJØRNET AS","920365647","2023-03-09","Konkursåpning","Oslo","Under"
"199","BAKERY CODE AS","922608261","2023-06-09","Konkursåpning","Oslo","Etter"
"200","BAKERY I RAKKESTAD AS","821162882","2021-11-30","Konkursåpning","Oslo","Under"
"201","BALLROOM AS","920799256","2021-04-30","Konkursåpning","Oslo","Under"
"202","BALTIJU AMBERIS","917128448","2018-08-18","Konkursåpning i hjemlandet","Oslo","Før"
"203","BANDIT AS","828678132","2024-01-02","Konkursåpning","Oslo","Etter"
"204","BANDIT HOLDCO AS","928678180","2024-01-16","Konkursåpning","Oslo","Etter"
"205","BAR OG BUTIKKSERVICE AS","917624933","2022-11-02","Konkursåpning","Oslo","Under"
"206","BAR SUSHI LILLESTRØM AS","996546780","2021-06-23","Konkursåpning","Oslo","Under"
"207","BARE JAZZ AS","981204034","2020-11-26","Konkursåpning","Oslo","Under"
"208","BARE NETTBUTIKK AS","922529957","2022-12-13","Konkursåpning","Oslo","Under"
"209","BARKEN CONSULTING AS","918753974","2020-06-23","Konkursåpning","Oslo","Under"
"210","BARKER AS","917985820","2020-06-16","Konkursåpning","Oslo","Under"
"211","BAROTTO AS","913552474","2024-03-22","Konkursåpning","Oslo","Etter"
"212","BASIC BEAUTY AS","920912028","2023-03-28","Konkursåpning","Oslo","Under"
"213","BASS MAT & BAR AS","915742874","2023-11-21","Konkursåpning","Oslo","Etter"
"214","BAYKAN AS","925072206","2023-06-21","Konkursåpning","Oslo","Etter"
"215","BB BUD OG DISTRIBUSJON AS","918348689","2018-01-23","Konkursåpning","Oslo","Før"
"216","BB BYGGE AS","922703485","2021-12-09","Konkursåpning","Oslo","Under"
"217","BBK MONTERING AS","918785388","2023-06-12","Konkursåpning","Oslo","Etter"
"218","BDMS GROUP AS","917874883","2021-05-04","Konkursåpning","Oslo","Under"
"219","BE THE CHANGE AS","922601488","2021-05-18","Konkursåpning","Oslo","Under"
"220","BEANG HOLDING AS","923667202","2021-06-23","Konkursåpning","Oslo","Under"
"221","BEAUTY SKIN FROGNER AS","921538162","2022-01-17","Konkursåpning","Oslo","Under"
"222","BECKER ENTREPRENØR AS","989034448","2024-01-04","Konkursåpning","Oslo","Etter"
"223","BEEKEEPER AS","912320316","2021-04-13","Konkursåpning","Oslo","Under"
"224","BEIRUT GRILL & CATERING AS","915942377","2022-10-12","Konkursåpning","Oslo","Under"
"225","BELADI RESTAURANT AS","930091189","2023-08-30","Konkursåpning","Oslo","Etter"
"226","BELLEROFON AS","912105326","2018-09-07","Konkursåpning","Oslo","Før"
"227","BELVAR BRANDS AS","920381758","2020-07-23","Konkursåpning","Oslo","Under"
"228","BENDIT BAR & RESTAURANT AS","924379995","2021-10-28","Konkursåpning","Oslo","Under"
"229","BENFINI LEVERING AS","825893792","2024-02-06","Konkursåpning","Oslo","Etter"
"230","BEQIRI EIENDOM AS","918572864","2021-01-07","Konkursåpning","Oslo","Under"
"231","BERGHEIM AUTO SALG OSLO AS","979281471","2020-02-03","Konkursåpning","Oslo","Under"
"232","BESA BYGG AS","921117647","2021-11-26","Konkursåpning","Oslo","Under"
"233","BEST BEMANNING AS","927120763","2023-03-16","Konkursåpning","Oslo","Under"
"234","BEST FRIENDS AS","925795690","2023-10-20","Konkursåpning","Oslo","Etter"
"235","BETONG OG SNEKKERENTREPRENØREN AS","927399482","2023-09-26","Konkursåpning","Oslo","Etter"
"236","BETONGGULV OG KLARGJØRING AS","917399794","2020-05-27","Konkursåpning","Oslo","Under"
"237","BETONGPARTNERN AS","916607695","2021-11-02","Konkursåpning","Oslo","Under"
"238","BETULA ENERGY AS","912544680","2023-05-02","Konkursåpning","Oslo","Etter"
"239","BEUK AS","913717872","2020-12-30","Konkursåpning","Oslo","Under"
"240","BFF OSLO AS","922774080","2023-10-17","Konkursåpning","Oslo","Etter"
"241","BHANDARI EIENDOM AS","912121461","2023-09-08","Konkursåpning","Oslo","Etter"
"242","BHP CONSULTING AS","992440546","2022-10-04","Konkursåpning","Oslo","Under"
"243","BIG BEAR ENTERTAINMENT AS","927616157","2023-08-24","Konkursåpning","Oslo","Etter"
"244","BIG BOTTLE AS","920728898","2024-02-08","Konkursåpning","Oslo","Etter"
"245","BIG FIVE AS","913723813","2021-06-09","Konkursåpning","Oslo","Under"
"246","BIGBOY ENTERTAINMENT AS","916255004","2023-03-30","Konkursåpning","Oslo","Under"
"247","BILLIG VASK OG RENS AS","911969335","2021-11-30","Konkursåpning","Oslo","Under"
"248","BILPLEIE ØST","919944188","2021-03-23","Konkursåpning","Oslo","Under"
"249","BILTRADE AS","996953882","2023-08-24","Konkursåpning","Oslo","Etter"
"250","BINDAAS AS","824461422","2023-05-12","Konkursåpning","Oslo","Etter"
"251","BIRKELAND MAT AS","926544233","2022-01-17","Konkursåpning","Oslo","Under"
"252","BISLETT BILPLEIE & DEKKSERVICE AS","993563226","2023-09-22","Konkursåpning","Oslo","Etter"
"253","BISLETT BILPLEIE AS","919510471","2020-10-26","Konkursåpning","Oslo","Under"
"254","BISLETT GRILL AS","818323662","2023-06-06","Konkursåpning","Oslo","Etter"
"255","BIX AS","920564127","2023-02-28","Konkursåpning","Oslo","Under"
"256","BIZBOT AS","919063211","2023-11-24","Konkursåpning","Oslo","Etter"
"257","BJERKE FLIS AS","923650792","2023-05-24","Konkursåpning","Oslo","Etter"
"258","BJERKE MONTASJE AS","917563853","2021-12-09","Konkursåpning","Oslo","Under"
"259","BJERKE ROYAL RENHOLD AS","814555402","2022-03-08","Konkursåpning","Oslo","Under"
"260","BJØRLI AS","914557003","2022-04-04","Konkursåpning","Oslo","Under"
"261","BJØRNDAL BAARD AS","913881389","2023-11-28","Konkursåpning","Oslo","Etter"
"262","BJØRVIKA MAD POSSESSO AS","915095305","2018-01-15","Konkursåpning","Oslo","Før"
"263","BKJ BYGG AS","927026449","2023-01-03","Konkursåpning","Oslo","Under"
"264","BLACK BOOK AS","916163312","2022-11-04","Konkursåpning","Oslo","Under"
"265","BLEASING AS","915908276","2024-03-12","Konkursåpning","Oslo","Etter"
"266","BLEIKERVEIEN INVEST AS","917271577","2021-12-27","Konkursåpning","Oslo","Under"
"267","BLERIM MØBEL TRANSPORT AS","919166134","2021-04-20","Konkursåpning","Oslo","Under"
"268","BLIKKENSLAGEREKSPERTEN AS","923416595","2023-11-15","Konkursåpning","Oslo","Etter"
"269","BLINK TRANSPORT AS","923378073","2023-03-23","Konkursåpning","Oslo","Under"
"270","BLOMSTERGLEDE SANDVIKA AS","998422094","2020-12-02","Konkursåpning","Oslo","Under"
"271","BLOMSTERGLEDE VIKA AS","919020377","2022-06-28","Konkursåpning","Oslo","Under"
"272","BLOX ENTREPRENØRSERVICE AS","919389524","2024-02-21","Konkursåpning","Oslo","Etter"
"273","BM BYGG AS","998396581","2019-08-13","Konkursåpning","Oslo","Før"
"274","BM TEAM AS","918851968","2021-05-25","Konkursåpning","Oslo","Under"
"275","BMYG AS","994765566","2023-08-18","Konkursåpning","Oslo","Etter"
"276","BN MEKANIKER","920337392","2021-05-27","Konkursåpning","Oslo","Under"
"277","BNB NOR AS","922348049","2023-01-04","Konkursåpning","Oslo","Under"
"278","BO MARKED AS","920332773","2020-07-22","Konkursåpning","Oslo","Under"
"279","BOGERUD BOLIGUTVIKLING AS","918662715","2024-02-12","Konkursåpning","Oslo","Etter"
"280","BOGSTADVEIEN CAR SPA AS","927384450","2023-03-13","Konkursåpning","Oslo","Under"
"281","BOGSTADVEIEN MEDISINSKE SENTER AS","914830125","2023-05-11","Konkursåpning","Oslo","Etter"
"282","BOKKOMPANIET HOLDING AS","916556365","2020-12-09","Konkursåpning","Oslo","Under"
"283","BOLD BYGG AS","924460741","2023-03-15","Konkursåpning","Oslo","Under"
"284","BOLD REAL ESTATE AS","924527390","2023-03-23","Konkursåpning","Oslo","Under"
"285","BOLIG & FINANS AS","999504140","2023-01-18","Konkursåpning","Oslo","Under"
"286","BOLIG OG HYTTEUTVIKLING AS","915345352","2022-02-01","Konkursåpning","Oslo","Under"
"287","BOLIG OG NÆRINGSFINANS AS","913570774","2022-08-25","Konkursåpning","Oslo","Under"
"288","BOLIG RENOVERING AS","814625532","2023-02-28","Konkursåpning","Oslo","Under"
"289","BONFLOR AS","823705042","2024-03-21","Konkursåpning","Oslo","Etter"
"290","BONITATEM AS","926475363","2023-07-07","Konkursåpning","Oslo","Etter"
"291","BONOVA AS","997237633","2024-02-15","Konkursåpning","Oslo","Etter"
"292","BONTAS AS","919930195","2020-11-18","Konkursåpning","Oslo","Under"
"293","BOTANIK MAJORSTUEN AS","923484027","2023-01-06","Konkursåpning","Oslo","Under"
"294","BOTANIK NO AS","919608145","2023-01-05","Konkursåpning","Oslo","Under"
"295","BOTANISKE HOLDING AS","928613070","2023-10-20","Konkursåpning","Oslo","Etter"
"296","BOTH AS","997132254","2020-10-22","Konkursåpning","Oslo","Under"
"297","BP PRO AS","997947274","2020-09-18","Konkursåpning","Oslo","Under"
"298","BR BASTIANSEN VVS BYGG ENTREPRENØ AS","918885390","2021-07-06","Konkursåpning","Oslo","Under"
"299","BRAGE BYGGKONSULT AS","966508760","2020-10-14","Konkursåpning","Oslo","Under"
"300","BRAGERNES T10 AS","999085563","2021-08-16","Konkursåpning","Oslo","Under"
"301","BRAGERNESKROA AS","924038438","2021-11-24","Konkursåpning","Oslo","Under"
"302","BRAND VENTURE AS","914378389","2022-11-10","Konkursåpning","Oslo","Under"
"303","BRANDING SOLUTIONS NO AS","919409258","2021-04-21","Konkursåpning","Oslo","Under"
"304","BRASSERIE BERGEN AS","991956042","2021-06-23","Konkursåpning","Oslo","Under"
"305","BRASSMEDIA AS","918938370","2020-10-14","Konkursåpning","Oslo","Under"
"306","BRAVAS ENGINEERING AS","962335764","2023-07-04","Konkursåpning","Oslo","Etter"
"307","BRAZIL AS","912468437","2023-09-12","Konkursåpning","Oslo","Etter"
"308","BRERA FOOD AS","917564086","2023-06-20","Konkursåpning","Oslo","Etter"
"309","BRICKHOUSE AS","926609734","2022-10-25","Konkursåpning","Oslo","Under"
"310","BRIGHTPORT AS","912694054","2021-04-28","Konkursåpning","Oslo","Under"
"311","BRY AS","821243432","2022-05-20","Konkursåpning","Oslo","Under"
